index,objectid,site_id,name,active_flag,address_street,address_city,address_state,address_zip,city,county,cong_district,senate_district,house_district,huc8,watershed_name,site_url,activity,activity_list,mpca_id,mpca_id_list,program_code_list,program_name,program_name_list,industrial_classification,ic_flag,latitude,longitude,coord_collect_method_code,coord_collect_method_name,shape,geometry
138762,138727,23572,HALE FAMILY DENTAL,Y,5201 Bloomington Ave ,Minneapolis,MN,55417-1819,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/23572,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000007815,MNR000007815,HW,Hazardous Waste,Hazardous Waste,Offices of Dentists ,N,44.9087681,-93.2520047,DM,Digitized - MPCA internal map,0101000020E61000000D3C52D8205057C0F4925A8352744640,POINT (480106.6948472009 4972846.48601347)
41427,41391,24649,Energy Conservatory,N,5158 Bloomington Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/24649,Multiple Activities,Hazardous Waste; Underground Tanks,Multiple IDs,MNP200000261; TS0012314,HW; TL,Multiple Programs,Hazardous Waste; Tanks,,N,44.9091402,-93.2527055,DM,Digitized - MPCA internal map,0101000020E61000003D81B0532C5057C04D3DC1B45E744640,POINT (480051.50267420255 4972887.992941446)
121556,121541,144916,Holy Cross Lutheran Church,Y,1720 E Minnehaha Pkwy ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/144916,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0019316; TS0126124,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.9166641,-93.2487024,DM,Digitized - MPCA internal map,0101000020E6100000F39B78BDEA4F57C06975CD3F55754640,POINT (480370.0736546685 4973722.812547509)
85554,85536,150899,Hiawatha College Prep - Northrop Middle,Y, ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/150899,Construction Stormwater,Construction Stormwater,C00040048,C00040048,ST,Stormwater,Stormwater,,N,44.918858,-93.250511,DP,Digitized - MPCA online map,0101000020E610000073124A5F085057C080D591239D754640,POINT (480228.07549749647 4973966.962747997)
85558,85540,147637,Former Cyrus Northrup School,Y,1611 46th St E ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/147637,Hazardous Waste,Hazardous Waste,MNS000199828,MNS000199828,HW,Hazardous Waste,Hazardous Waste,Elementary and Secondary Schools ,N,44.9196531,-93.2509652,A1,Address Matching House Number,0101000020E6100000C89B57D00F5057C01F155A31B7754640,POINT (480192.5010012111 4974055.397724174)
26056,26023,190551,Former Total #2680,Y,4552 Bloomington Ave ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/190551,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0007087,LS0007087,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.9205381,-93.2525,A1,Address Matching House Number,0101000020E61000005C8FC2F5285057C06A1C4531D4754640,POINT (480071.67330594093 4974154.084387127)
18094,18049,16715,Gronlund Dwight H/Nokomis Cycle,Y,4553 Bloomington Ave ,Minneapolis,MN,55407-3660,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/16715,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MN0000916791,MN0000916791,HW,Hazardous Waste,Hazardous Waste,,N,44.9205396,-93.252208,A1,Address Matching House Number,0101000020E610000088F2052D245057C02256DA3DD4754640,POINT (480094.7196141586 4974154.179329655)
61364,61320,105034,Bloomington Q,N,4552 Bloomington Ave ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/105034,Underground Tanks,Underground Tanks,TS0001692,TS0001692,TL,Tanks,Tanks,,N,44.9205543,-93.2524711,A1,Address Matching House Number,0101000020E6100000D96B8B7C285057C099582AB9D4754640,POINT (480073.95981974166 4974155.876876128)
5156,5125,131921,Zeichen Press LLC,Y,4504 17th Ave S ,Minneapolis,MN,55407-3611,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/131921,Industrial Stormwater,Industrial Stormwater,Multiple IDs,MNRNE33P7; MNRNE38XP,ST,Stormwater,Stormwater,,N,44.92127912,-93.25024196,A1,Address Matching House Number,0101000020E61000005D92DAF6035057C09F716579EC754640,POINT (480250.14115912595 4974235.848894991)
105384,105366,19953,Victory Automotive,Y,4201 Bloomington Ave ,Minneapolis,MN,55407-3334,Minneapolis,Hennepin,5.0,63.0,63A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19953,"Hazardous Waste, Small quantity generator","Hazardous Waste, Small quantity generator",MND982065849,MND982065849,HW,Hazardous Waste,Hazardous Waste,General Automotive Repair ,N,44.9265808,-93.2518568,DM,Digitized - MPCA internal map,0101000020E61000009DD1FB6B1E5057C0FF8C1C339A764640,POINT (480124.5255527616 4974825.184243079)
141175,141132,193252,Barber Shop Complex,Y,4724 Through 4728 Cedar Ave ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/193252,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0016334,LS0016334,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.91701389,-93.24767361,I2,Digitized-DOQ,0101000020E610000011C269E2D94F57C08DC30DB660754640,POINT (480451.39480390085 4973761.420517504)
177455,177454,232999,Nokomis Mixed Use,Y,4725 Cedar Avenue S ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/232999,Construction Stormwater,Construction Stormwater,C00055371,C00055371,ST,Stormwater,Stormwater,,N,44.917086,-93.246937,DP,Digitized - MPCA online map,0101000020E610000008CBD8D0CD4F57C04ACFF41263754640,POINT (480509.5594277364 4973769.253494834)
76762,76742,105980,Cedar Quick Mart Inc,Y,4700 Cedar Ave S ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/105980,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0019988; TS0002260,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.9176751,-93.2473875,DM,Digitized - MPCA internal map,0101000020E61000001C7C6132D54F57C0406DAF6076754640,POINT (480474.2017394156 4973834.802453596)
25968,25934,188352,Multi-Tenant Office Building,Y,4705 Cedar Ave S ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/188352,Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; CERCLIS Site; Site Assessment",Multiple IDs,MNN000504277; SA0004597; VP28150; VP28151,SR,Investigation and Cleanup,Investigation and Cleanup,,Y,44.9177437,-93.2468758,DM,Digitized - MPCA internal map,0101000020E610000020CB27D0CC4F57C016CE24A078754640,POINT (480514.61269114516 4973842.299775078)
89651,89629,141035,Hiawatha Golf Course Parking Lot,Y,Address Unknown ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/141035,Construction Stormwater,Construction Stormwater,C00036781,C00036781,ST,Stormwater,Stormwater,,N,44.9204,-93.2421,I2,Digitized-DOQ,0101000020E61000002497FF907E4F57C0849ECDAACF754640,POINT (480892.4413958648 4974136.239423281)
43030,42991,61293,MPRB Hiawatha Golf Course,Y,4553 Longfellow Ave ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/61293,Multiple Activities,Hazardous Waste; Underground Tanks,Multiple IDs,MNR000103408; TS0002119,HW; TL,Multiple Programs,Hazardous Waste; Tanks,,N,44.9205484,-93.2458331,A1,Address Matching House Number,0101000020E61000008E31C1BABB4F57C04C31AC87D4754640,POINT (480597.8574236072 4974153.611481284)
147279,147223,35593,Golf Course Improvement 1999,N,4553 Longfellow Ave ,Minneapolis,MN,55407,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/35593,Construction Stormwater,Construction Stormwater,C00006329,C00006329,ST,Stormwater,Stormwater,,N,44.9205817,-93.2459502,A1,Address Matching House Number,0101000020E6100000755CE8A5BD4F57C0E665039FD5754640,POINT (480588.6265961253 4974157.3386747)
70566,70536,32189,Cedar Avenue Repair,Y,4301 Cedar Ave S ,Minneapolis,MN,55407-3436,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/32189,Multiple Activities,"Aboveground Tanks; Hazardous Waste, Minimal quantity generator; Underground Tanks",Multiple IDs,MND042301572; TS0001450,HW; TL,Multiple Programs,Hazardous Waste; Tanks,General Automotive Repair ,N,44.925013,-93.2471461,A1,Address Matching House Number,0101000020E61000005F35E03DD14F57C0FBAF73D366764640,POINT (480495.74361678 4974649.879873126)
136019,135990,18249,Hulsing Laurel A Dds Ltd,Y,4204 Cedar Ave S ,Minneapolis,MN,55407-3492,Minneapolis,Hennepin,5.0,63.0,63A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/18249,Hazardous Waste,Hazardous Waste,MND985693647,MND985693647,HW,Hazardous Waste,Hazardous Waste,Health Services,N,44.9266522,-93.2474318,DM,Digitized - MPCA internal map,0101000020E6100000633F30ECD54F57C01BE20E8A9C764640,POINT (480473.75321636 4974832.040451261)
80348,80332,19216,Midwest Floor Covering,Y,4200 Cedar Ave S ,Minneapolis,MN,55407-3435,Minneapolis,Hennepin,5.0,63.0,63A,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/19216,Hazardous Waste,Hazardous Waste,MND985759257,MND985759257,HW,Hazardous Waste,Hazardous Waste,,N,44.9267911,-93.2474725,DM,Digitized - MPCA internal map,0101000020E6100000338AE596D64F57C0A85C3C17A1764640,POINT (480470.58850011724 4974847.480073366)
16349,16313,193827,Minneapolis US Air Force Reserve,Y,760 Military Highway ,Minneapolis,MN,55450,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/193827,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0018042,LS0018042,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.8938319,-93.2143734,DM,Digitized - MPCA internal map,0101000020E61000007888354BB84D57C08F4F6D1569724640,POINT (483072.94306910416 4971178.747855016)
132819,132793,194293,USAF Reserve 934AW Bldg 812,Y,MSP Airport Int. ,Minneapolis,MN,55450,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/194293,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",LS0018133,LS0018133,SR,Investigation and Cleanup,Investigation and Cleanup,,N,44.8948038,-93.212957,DM,Digitized - MPCA internal map,0101000020E6100000139D6516A14D57C013AB50EE88724640,POINT (483185.0675998459 4971286.416729931)
5281,5248,154245,"QJKL 15-0041, Repair Streets and Parking",N,760 Military Highway ,Minneapolis,MN,55450-2100,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/154245,Construction Stormwater,Construction Stormwater,C00040727,C00040727,ST,Stormwater,Stormwater,,N,44.8956,-93.2146,DP,Digitized - MPCA online map,0101000020E61000002F6EA301BC4D57C018265305A3724640,POINT (483055.57089264685 4971375.204880521)
164586,164583,114040,US Air Force Reserve- Bldg 745,Y,760 Military Highway ,Minneapolis,MN,55450-2100,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/114040,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Multiple IDs,LS0021469; TS0012985,SR; TL,Multiple Programs,Investigation and Cleanup; Tanks,,N,44.89575493,-93.21623515,DM,Digitized - MPCA internal map,0101000020E6100000B95FF4CBD64D57C057CAF818A8724640,POINT (482926.50739697507 4971392.758413413)
112269,112252,1108,US Air Force Reserve/934th Airlift Wing,Y,760 Military Highway Bldg 744 ,Minneapolis,MN,55450,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/1108,Multiple Activities,"CERCLIS Site; Hazardous Waste, Small quantity generator; Industrial Stormwater; RCRA Remediation; Superfund, Federal Superfund project and State Superfund project; Wastewater, Industrial NPDES/SDS Permit",Multiple IDs,A00001946; MN0052141; MN8570024275; MN8570024275-01; MN8570024275-02; SR0000073,HW; SR; ST; WW,Multiple Programs,Hazardous Waste; Investigation and Cleanup; Stormwater; Water Quality,Other General Government Support ; National Security ,N,44.89576519,-93.21222943,I1,Digitized-DRG,0101000020E61000005146BF2A954D57C0FDF8096FA8724640,POINT (483242.796291023 4971393.062241537)
35237,35206,127675,"QJKL 00-0008 Repair Water Mains, Area N",N,760 Military Hwy ,Minneapolis,MN,55450-2100,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/127675,Construction Stormwater,Construction Stormwater,C00027362,C00027362,ST,Stormwater,Stormwater,,N,44.8960574,-93.2153463,DW,Digitized - Web Map Google / Yahoo / Microsoft,0101000020E610000022F4D83BC84D57C05D2B4602B2724640,POINT (482996.7790605594 4971426.171519732)
64391,64351,141553,QJKL 13-0016 Repair Base Streets/Parking,N,760 Military Highway ,Minneapolis,MN,55450-2100,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/141553,Construction Stormwater,Construction Stormwater,C00036890,C00036890,ST,Stormwater,Stormwater,,N,44.8961,-93.2153,DP,Digitized - MPCA online map,0101000020E61000000BB5A679C74D57C009F9A067B3724640,POINT (483000.4474032739 4971430.894038026)
107581,107567,132111,QJKL11-006 Repair Base Streets,N,760 Military Highway ,Minneapolis,MN,55450,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/132111,Construction Stormwater,Construction Stormwater,C00032306,C00032306,ST,Stormwater,Stormwater,,N,44.89622,-93.21374,DP,Digitized - MPCA online map,0101000020E6100000367689EAAD4D57C0B4024356B7724640,POINT (483123.6572090088 4971443.898287303)
97462,97437,77456,Qwest Communications,Y,5857 43rd Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/77456,Multiple Activities,"Aboveground Tanks; Hazardous Waste, Very small quantity generator; Underground Tanks",Multiple IDs,MNR000112052; TS0002823,HW; TL,Multiple Programs,Hazardous Waste; Tanks,,N,44.8967256,-93.210961,DM,Digitized - MPCA internal map,0101000020E6100000D0EE9062804D57C035BE8AE7C7724640,POINT (483343.22759425297 4971499.488136532)
13144,13105,115465,Us West,N,5825 43rd Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/115465,Underground Tanks,Underground Tanks,TS0013808,TS0013808,TL,Tanks,Tanks,,N,44.8973701,-93.211048,DM,Digitized - MPCA internal map,0101000020E6100000B87878CF814D57C042F4FF05DD724640,POINT (483336.54488881736 4971571.100438425)
135786,135756,229480,Running Track and Perimeter Road Improvements,Y,760 Military Hwy ,Minneapolis,MN,55450-2100,Minneapolis,Hennepin,5.0,63.0,63B,7020012.0,Lower Minnesota River,https://webapp.pca.state.mn.us/wimn/site/229480,Construction Stormwater,Construction Stormwater,C00053666,C00053666,ST,Stormwater,Stormwater,,N,44.897522,-93.21712,DW,Digitized - Web Map Google / Yahoo / Microsoft,0101000020E6100000AED3484BE54D57C063B83A00E2724640,POINT (482857.1671629586 4971589.240496234)
58818,58772,140304,Larson Residence,Y,5556 45th Ave S ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/140304,Hazardous Waste,Hazardous Waste,MNS000172007,MNS000172007,HW,Hazardous Waste,Hazardous Waste,Private Households,N,44.901921,-93.2090514,DM,Digitized - MPCA internal map,0101000020E6100000B78B1F19614D57C0AE49B72572734640,POINT (483495.4941620137 4972076.229848797)
168717,168713,106190,Morris Park Elementary School,Y,3810 E 56th ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/106190,Underground Tanks,Underground Tanks,TS0002338,TS0002338,TL,Tanks,Tanks,,N,44.902194,-93.2170501,DM,Digitized - MPCA internal map,0101000020E6100000FC451A26E44D57C0DF52CE177B734640,POINT (482864.0772020947 4972108.216076968)
76284,76252,33418,Minneapolis Schools Morris Park,Y,3810 E 56th St ,Minneapolis,MN,55417-2218,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/33418,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000022632,MNR000022632,HW,Hazardous Waste,Hazardous Waste,Educational Services,N,44.902194,-93.2170501,DM,Digitized - MPCA internal map,0101000020E6100000FC451A26E44D57C0DF52CE177B734640,POINT (482864.0772020947 4972108.216076968)
50793,50751,219814,Southside Automotive,Y,5400 43rd Avenue South ,Minneapolis,MN,55417,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/219814,"Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup","Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup",BF0001884,BF0001884,SR,Investigation and Cleanup,Investigation and Cleanup,"Automotive Body, Paint, and Interior Repair and Maintenance ",N,44.90521202,-93.21177321,DM,Digitized - MPCA internal map,0101000020E61000009DC738B18D4D57C04DECCAFCDD734640,POINT (483281.56305167044 4972442.371786799)
31796,31766,16901,One Hour Martinizing,N,4200 E 54th St ,Minneapolis,MN,55417-2246,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/16901,Multiple Activities,"Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup; Hazardous Waste; Petroleum Remediation, Leak Site; Site Assessment",Multiple IDs,BF0001819; BF0001989; LS0021640; MNNONDC135; SA0000843,HW; SR,Multiple Programs,Hazardous Waste; Investigation and Cleanup,,N,44.90562367,-93.21217761,DM,Digitized - MPCA internal map,0101000020E61000002EF96551944D57C01691F679EB734640,POINT (483249.75727497396 4972488.183581908)
41334,41300,18289,Petroclean,Y,5339 40th Ave S ,Minneapolis,MN,55417-2225,Minneapolis,Hennepin,5.0,63.0,63B,7010206.0,Mississippi River - Twin Cities,https://webapp.pca.state.mn.us/wimn/site/18289,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",MNR000020404,MNR000020404,HW,Hazardous Waste,Hazardous Waste,,N,44.9059378,-93.2148116,DM,Digitized - MPCA internal map,0101000020E61000004B332779BF4D57C0E79A13C5F5734640,POINT (483041.909423089 4972523.626587579)
